comment_text,true_sentiment,type
"Barusan ada petugas pdam ke rumah, saya lupa bayar 3 bulan, tunggakan 187.329, tapi dendanya 416.250, bagaimana ya admin?",Netral,Pertanyaan
"@qurroainiyah selamat siang kak, utk denda tsb krn terlambat membayar lebih dr 3 bulan. -w",Netral,Pernyataan
@pdamsuryasembada nilai dendan dan tagihannya besaran dendanya 🥲 mantap PDAM 🙏🏻,Positif,Pernyataan
"@qurroainiyah sama kak, saya juga telat 3 bulan malah harus bayar 400an gak ada peringatan gak apa tiba2 langsung tagihan segitu, telp cs juga sibuk gak bisa terhubung",Negatif,Pernyataan
@fiddin_mardiana selamat siang mohon dibantu nomor pelanggannya utk kami cek informasi. Mohon usahakan utk membayar tepat waktu tiap bulan agar tidak terkena denda keterlambatan 🙏 -w,Netral,Pernyataan
"𝘽𝙡𝙣 𝙞𝙣𝙞 𝙩𝙖𝙧𝙞𝙛𝙣𝙮𝙖 𝙢𝙢 𝙣𝙖𝙞𝙠 𝙠𝙖𝙝,𝙣𝙖𝙞𝙠𝙣𝙮 𝙢𝙚𝙧𝙤𝙠𝙚𝙩 𝙨𝙚𝙠𝙖𝙡𝙞 𝙩𝙖𝙥𝙞 𝙠𝙚𝙡𝙪𝙖𝙧𝙣𝙮𝙖 𝙜 𝙡𝙖𝙣𝙘𝙖𝙧 𝙖𝙙𝙖 𝙟𝙖𝙢 𝙠𝙖𝙙𝙖𝙣𝙜 𝙠𝙚𝙘𝙞𝙡 𝙠𝙖𝙙𝙖𝙣𝙜 𝙗𝙚𝙨𝙖𝙧 𝙨𝙖𝙠𝙟𝙖𝙣𝙚 𝙨𝙚𝙩𝙚𝙡𝙖𝙣 𝙣𝙜𝙤𝙣𝙤 𝙩𝙖",Negatif,Pernyataan
"@fiddin_mardiana kak, saya tadi telpon call center, jawabannya “itu kesalahan pelanggan”, saya tanya prosedurnya apakah ada jika mengajukan penghapusan/pengurangan biaya, jawabannya tidak tahu. Sebaiknya PDAM minimal memberikan peringatan dulu kalo telat, jangan serta merta kena administrasi TT, kami bukan nggak mau bayar tagihan, namun lupa 🥲 dendanya tidak main-main 2 kali lipat lebih dari tagihannya..",Negatif,Pertanyaan
"@adedwiyulianto Bendul Merisi dampak pekerjaan pemasangan box culvert sepanjang 1 Kilometer, pada 15-17 Juli 2025. Kmrn malam sudah tersambung pipa2 pdam yg terdampak box. Apakah saat ini air sudah mengalir kembali? 🙏🏽 -w",Negatif,Pertanyaan
"@pdamsuryasembada pagi sore kecil banget keluarnya naik k bak kamar mandi pun tak bisa, br lancar jam 9 malam up + keruh pa lagi musim kemarau gini.",Negatif,Pernyataan
"@nia_suep Selamat siang ibu Nia, mohon maaf atas kendala yang dialami. Silakan menyertakan nomor pelanggannya dan nmr telpnya via pesan utk kami tindaklanjuti ke bagian terkait agar dilakukan pengecekan. Utk respon cepat aduan dpt melalui Aplikasi CIS/ Call center/ wa center di 08123316666.-w",Positif,Pernyataan
"Daerah Pulo Tegalsari Wonokromo air keruh min, masa selalu gini min,, tolonglah diperbaiki kualitas airnya biar bisa dikonsumsi",Negatif,Pernyataan
"@tisnaae86 selamat pagi bu Tisna, mohon maaf atas ketidaknyamanannya. Silakan DM kami data pelanggannya utk kami tindaklanjuti aduannya. Utk respon cepat aduan dpt melalui call center bebas pulsa di 08001926666/ WA center 08123316666 (teks only). Terima kasih-w",Positif,Pernyataan
"Hallo min bagaimana ini untuk tanggapanpergsntian meteran yang gagal. Kebetulan hari ini ada petugas dari pdam mengganti meteran rumah saya (dserah surabaya pusat, kecamatan/kelurahan bubutan) tetapi justru airnya tidak nyala sama sekali. Mohon untuk fast respon",Negatif,Pertanyaan
@kamilaevi apakah stop krannya sudah dinyalakan bu? Yg di dekat meteran. -w,Netral,Pertanyaan
"Hebat ya narikin denda aja cepet, air gak keluar tuh, taunya duit aja",Negatif,Pernyataan
BINTANG 🌟,Netral,Pernyataan
"@anna.rosidah.338 Selamat pagi bu Anna, mohon maaf atas ketidaknyamanannya. Utk tindaklanjut aduan silakan DM kami data pelanggannya. Utk respon cepat aduan dpt melalui Aplikasi CIS/ Call Center bebas pulsa di 08001926666. Terima kasih -w",Positif,Pernyataan
"@qurroainiyah Selamat pagi bu, Utk aduannya sudah ditindaklanjuti oleh petugas ya bu. Apakah sudah selesai permasalahannya? -w",Netral,Pertanyaan
@hady_suprianto Alhamdulillah terima kasih pak Hady -w,Positif,Pernyataan
"@rob.azis Selamat pagi pak Rob, mohon maaf atas ketidaknyamanannya. Utk tindaklanjut aduan silakan mengirimkan DM alamat lengkap dan nomor telp. Untuk respon cepat aduan dapat melalui Aplikasi CIS/ Call center pdam bebas pulsa di 08001926666. Terima kasih -w",Positif,Pernyataan
"Gak puas belass onok banyu mundak gk di umum no jauh"" Bln gk tau onok kbre. Moro"" Byar mundak lawak lawak",Negatif,Pernyataan
"@zubair_saja selamat pagi pak/bu zubair, mohon dibantu nomor pelanggannya utk kami cek informasi ke petugas terkait. Utk respon cepat pengaduan dpt melalui aplikasi CIS/ call center bebas pulsa di 08001926666. Terima kasih -w",Positif,Pernyataan
"Min, tolong donk kalo da pengaduan pelanggan, jangan hanya dicatat tpi, diberi solusi , pengaduan sejak tgl 25 juli, sampai skrg kok gak da penanganan nya, hanya dijanjikan akan didatangi petugas dalam 1x24 jam, tpi sampai skrg saya nulis di ig ini tgl 27 juli 2025 jam 11 .57, msh blum da perugas drg, sementara call center yg katanya 24 jam hanya bilang mohon ditunggu, sampai kapan ditunggunya min, kami bayar selalu tepat waktu, telat dikit kena denda tpi penanganan pengaduan pelanggan tdak ada, hanya dicatat",Negatif,Pertanyaan
"@oqoktavianti08 selamat siang kak Okta, mohon maaf atas ketidaknyamanannya. Silakan DM kami data pelanggannya utk kami follow up aduannya. Terima kasih 🙏-w",Positif,Pernyataan
"@debost45 selamat pagi kak debost, mohon maaf atas ketidaknyamanannya. Silakan menyertakan nomor Pelanggan utk kami cek informasi ke bagian terkait. Terima kasih-w",Positif,Pernyataan
"@pdamsuryasembada sudah k, terima kasih",Positif,Pernyataan
Pagi ini air daerah pondok maritim indah kecil nggeh pak..apakah ada perbaikan,Negatif,Pertanyaan
"@wennyisnaeni Selamat pagi kak Wenny, mohon maaf atas ketidaknyamanannya. Silakan DM alamat lengkap dan nmr telp utk dicek petugas. Utk respon cepat aduan dpt melalui Aplikasi CIS/ Call Center pdam di 08001926666. Terima kasih -w",Positif,Pernyataan
Brp harga pemasangan awal min?,Netral,Pertanyaan
"@eva_arysa halo kak Eva, utk pemasangan awal PDAM harga normal Rp1.750.000,- (sblm Ppn). Jika ada program diskon akan kami informasikan kembali bu. Terima kasih -w",Positif,Pernyataan
"Tarif tagihan pdam berdasarkan apa ya kak? Soalnya ini tarif pdamku ga realistis, sudah pengaduan di web dari tgl 16juni tidak ada respon,mohon dicek ulang mengenai tarif tagihan🙏🏻",Negatif,Pertanyaan
"@nurrhasanaaa selamat malam ibu Nur, silakan DM kami data pelanggan utk kami cek informasi kode tarifnya. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada brpa lama prosesnya kak?,Netral,Pertanyaan
"@knada22 silakan mendaftar terlebih dahulu, jika semua data administrasi sudah lengkap proses survey 7-14 hari kerja. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada setelah survey langsung di garap kah? Butuh waktu berapa lama sd selesai?,Netral,Pertanyaan
@knada22 silakan mendaftar terlebih dahulu bu. utk monitoring pasang baru nanti bisa dicek secara online melalui aplikasi CIS atau di website pdam: www.pdam-sby.go.id Terima kasih -w,Positif,Pernyataan
@baju_kita_,Netral,Pernyataan
@devi2288 Terima kasih -w,Positif,Pernyataan
😢😢😢,Netral,Pernyataan
"Inna lillahi wa inna ilaihi raji'un Turut berduka cita sedalam-dalamnya atas musibah tenggelamnya KMP Tunu. Doa terbaik untuk para korban dan keluarga yang ditinggalkan. Semoga diberi kekuatan dan ketabahan.""",Positif,Pernyataan
Turut berduka cita atas musibah yang menimpa KMP Tunu Pratama Jaya. Semoga keluarga korban diberikan kekuatan dan ketabahan 🙏,Negatif,Pernyataan
@kharistiano28 😭🙏 -w,Netral,Pernyataan
@arumm.mj terima ksih bu Arumm🥺 -w,Positif,Pernyataan
@glen_probity terima kasih mas Glen 🥀 -w,Positif,Pernyataan
"Turut berdukacita sedalam2nya,,,,ombak memang lg tinggi untuk selat bali😭",Netral,Pernyataan
@rizvandie Innalillahiwainnailaihirojiun. Terima kasih kak Riz -w,Positif,Pernyataan
😢😢😢😢,Netral,Pernyataan
@customtumblerku Terima kasih ungkapan duka citanya -w,Positif,Pertanyaan
Wakakaka..sama aja air ga ada yg keluar kecuali malem jam 9,Negatif,Pernyataan
"@loosee1008 Selamat siang pak loosee, mohon maaf atas ketidaknyamanannya. Di Wilayah Bendul Merisi/ dimana pak? utk wilayah Bendul Merisi saat ini sedang ada pemasangan box culvert sepanjang 1 Kilometer. Terima kasih -w",Positif,Pertanyaan
"daerah Krembangan air gak keluar sama sekali sdh 2 hari,,",Negatif,Pernyataan
@pdamsuryasembada ..jalan bentul. Mau ada pemasangan box culvert ato ga ada ..tetep keluar jam stg 9 malam ampe subuh doang,Negatif,Pernyataan
"4 hari gak keluar air, curiga disuruh mandi uang 😊😊😊",Negatif,Pernyataan
@loosee1008 mohon maaf atas ketidaknyamanannya. Silakan DM kami data pelanggannya utk kami tindaklanjuti aduannya pak. Utk respon cepat aduan dpt melalui call center pdam bebas pulsa di 08001926666/ WA 08123316666. Terima kasih -w,Positif,Pernyataan
"@cak_iwd Selamat malam, utk wilayah Krembangan saat ini sedang ada pemasangan box culvert. Silakan telp ke call center bebas pulsa di 08001926666 utk bantuan tangki gratis sementara -w",Netral,Pernyataan
@pdamsuryasembada ..udaah..percuma ga merubah apapun..respon juga lama,Positif,Pernyataan
@riski.septa8 lokasi dimana pak Riski? Bendul Merisi? Silakan telp ke call center pdam bebas pulsa di 08001926666 utk bantuan air tangki gratis selama air belum keluar 🙏🏽 -w,Negatif,Pertanyaan
@pdamsuryasembada selesainya kapan min?,Netral,Pertanyaan
"setelah perbaikan efek pemasangan box culvert, setiap jam 9 malam keatas sudah 2 hari ini pasti air tidak keluar daerah bendul merisi",Negatif,Pernyataan
Air re kotor ngene waduhhh,Negatif,Pernyataan
Gak masuk pdam,Negatif,Pernyataan
"@saputraseptianwahyu_ selamat pagi pak Saputra, silakan bapak DM kami alamat dan nomor telpnya utk ditindaklanjuti petugas. Apabila membutuhkan bantuan tangki gratis dapat menghubungi call center bebas pulsa di 08001926666/ WA ke 08123316666 (teks only). Terima kasih -w",Positif,Pernyataan
"@pdamsuryasembada @cakj1 piye cak ji ,pdam gak murup2, wayahe rakyate telat bayar dicabut",Negatif,Pernyataan
@saputraseptianwahyu_ utk wilayah Bendul Merisi saat ini sedang ada proyek pemasangan box culvert. Jika membutuhkan bantuan tangki gratis sementara dapat menghubungi call center bebas pulsa di 08001926666. Terima kasih -w,Positif,Pernyataan
"@amarrafiwi selamat malam bu Amarra, mohon maaf atas ketidaknyamanannya. Utk tindaklanjut aduan ibu silakan DM kami data pelanggannya. Utk respon cepat pengaduan silakan telp ke call center pdam di 08001926666 (bebas pulsa) atau melalui Aplikasi CIS. -w",Positif,Pernyataan
@windasinuhaji_ utk area Bendul Merisi saat ini masih proses pemasangan box culvert sepanjang 1 kilometer. Apakah saat ini airnya masih belum mengalir? -w,Netral,Pertanyaan
"@amarrafiwi selamat pagi bu Amarafi, mohon maaf atas ketidaknyamanannya. Silakan DM kami data pelanggannya utk kami tindaklanjuti laporannya. Utk respon cepat aduan dpt melalui call center pdam di 08001926666/ WA 08123316666/ melalui aplikasi CIS - w",Positif,Pernyataan
"@pdamsuryasembada healah cak @cakj1 tiwas seneng wingi awan murup ,lha kok isuk mati maneh",Negatif,Pertanyaan
"@saputraseptianwahyu_ selamat malam pak Saputra, silakan DM kami data pelanggannya utk kami tindaklanjuti laporannya. Jika membutuhkan bantuan tangki gratis selama air belum keluar silakan telp ke call center di 08001926666. -w",Negatif,Pernyataan
@loosee1008 ..hari ini..jam 21.43 aja air ga keluar..hebaat pdam,Negatif,Pernyataan
"Mhn tanya min, untuk daerah Tambaksari kapan ya?",Netral,Pertanyaan
Bendul merisi selatan kpn yaa ??,Netral,Pertanyaan
Air di kedurus mati ya min? Kebiasaan mesti gaono pemberitahuan sek rek,Negatif,Pertanyaan
"heee iya kak, kedurus mana sampean?",Negatif,Pertanyaan
"Air di kedurus kok tiba"" mati tanpa ada pemeberitahuan ya pak lini nanti nyalanya jm brpa?minta tlong kalau mau mati di kasih pemeberitahuan dlu biar bisa tandon air terimakasih🙏",Positif,Pertanyaan
"air sekitar kedurus mati, klo di wa psti yg jawab bot 😂. tp admin nya di medsos selalu ga dapat update",Negatif,Pernyataan
"Sumpa yo mangkelno, ngene iki arep tandang gawe gaiso. Ankku durung adus min, nggena sitik poo",Negatif,Pernyataan
Mulyorejo mati,Negatif,Pernyataan
"Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda. -D",Negatif,Pernyataan
"@garnetha.sheehan Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda. -D",Negatif,Pernyataan
"@ela_rofitasari1 Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda.-D",Negatif,Pernyataan
@pdamsuryasembada piro suwe min? Mati ket jam 3 rek lagek di garap jam 6 bengi. Ga adus wes ngene iki,Negatif,Pertanyaan
"@gothsix selamat malam,mohon maaf atas ketidaknyamanannya utk air yg tidak keluar satu rumah atau banyak rumah? silakan DM kami data pelanggannya -w",Negatif,Pertanyaan
"@mommyneta Selamat malam ibu Neta, mohon maaf atas ketidaknyamanannya. Utk tindaklanjut aduan silakan mengirimkan alamat lengkap dan nmr telpnya utk kami  tindaklanjuti -w",Positif,Pernyataan
@mommyneta saat ini sedang diperbaiki petugas bu 🙏 mohon maaf atas ketidaknyamanannya-w,Negatif,Pernyataan
"Selamat malam, mohon maaf saat ini masih proses perbaikan pipa di area Kedurus. Mudah2an malam ini pekerjaan selesai 🙏 -w",Negatif,Pernyataan
@jokosumar73 utk penggantian meter jadwalnya bergantian s.d bulan November 2025. Simak terus akun pdam kak☺️🙏 -w,Negatif,Pernyataan
"📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲 -D",Positif,Pernyataan
"@jokosumar73 📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲-D",Positif,Pernyataan
"Sayangnya kelancaran air PDAM hanya pada malam hari jam 00.oo keatas.
Kalau ....
Hari -hari sebelumnya lancar.
Kenapa ya.......mulai dulu Kayak gitu.",Negatif,Pertanyaan
"Kapan selesainya benah-benah saluran pipa air.
Gak selesai-selesai.
Padahal pembayarannya tidak boleh terlambat .
Kalau terlambat....putus ..putus .
Pusing...pusing.",Negatif,Pertanyaan
"@sulkan996 selamat malam pak Sulkan, silakan mengirim DM data pelanggannya dan nmr telp utk kami tindaklanjuti aduannya. Utk respon cepat aduan dpt melalui call center bebas pulsa di 08001926666/ Aplikasi CIS. Terima kasih -w",Positif,Pernyataan
"@pdamsuryasembada sabar...dan sabar...terus.
Klo terlambat bayar , bisakah PDAM juga sabar....",Negatif,Pernyataan
@sulkan996 lokasi dimana pak Sulkan? Silakan DM kami data pelanggannya dilengkapi alamat dan nmr telp. Terima kasih dan mohon maaf atas ketidaknyamanannya-w,Positif,Pertanyaan
"@pdamsuryasembada sudah pernah didatangi sambil bawa pompa ...
Bosan pak...",Negatif,Pernyataan
"Jawabannya ya itu..itu aja.
Yg jelas penyambungan dari pipa kurang masuk sedikit.",Negatif,Pernyataan
@sulkan996 alamatnya dimana pak? Silakan merespon DM kami utk tindaklanjut aduannya. Terimakasih ☺️🙏 -w,Positif,Pertanyaan
"Syukurlah sekarang udah keluar , terimakasih ❤️❤️",Positif,Pernyataan
@sulkan996 Alhamdulillah terima kasih atas informasinya Bp Sulkan -w,Positif,Pernyataan
Bisa d DM untuk CP lab mikrobiologi.. brangkali sy mau cek atau uji banding.. terimakasih 🙏,Positif,Pernyataan
@nanaa_mikhamila baik bu -w,Positif,Pernyataan
@54111_uge7 Terima kasih atas saran dan masukannya utk peningkatan layanan PDAM Surabaya Pak Teguh. PDAM Surabaya pada tahun 2024 telah menyetorkan dividen (laba) kepada Pemerintah Kota Surabaya. Setoran dividen ini menunjukkan bahwa PDAM Surabaya tidak mengalami kerugian. Apabila ada pengaduan terkait layanan PDAM silakan DM kami alamat lengkap dan nmr telpnya. Terima kasih -w,Positif,Pernyataan
makasih informasinya,Positif,Pernyataan
Juaranya gangguan! Harusnya pdam ini go public!,Negatif,Pernyataan
Semoga dimudahkan dan dilancarkan pekerjaannya....sukses PERUMDA Air Minum Surya Sembada,Positif,Pernyataan
"@isapdam Aamiin Aamiin YRA, terima kasih bu Isa 🫶🏻 -w",Positif,Pernyataan
@hy.prabowo utk pekerjaan malam ini adalah koneksi pipa di Perum Harvest Link Balas Klumprik. Mudah2an selesai tepat waktu. Mohon maaf atas ketidaknyamanan warga Kebraon dsk 🙏👷🏾‍♀️ -w,Negatif,Pernyataan
@bakulgedangsusu siap kak dengan senang hati membantu informasi 🙏☺️ -w,Netral,Pernyataan
@pdamsuryasembada sedang memantau penggarapan koneksi pipa Perum Harvest Link,Negatif,Pernyataan
@bakulgedangsusu siap kak🫡 -w,Netral,Pernyataan
Terima kasih infonya 🙏,Positif,Pernyataan
Nice info!👏,Netral,Pernyataan
👏,Netral,Pernyataan
@scoliosis_surabaya terima kasih 🙏 -w,Positif,Pernyataan
@fisioterapisurabaya terima kasih kak 🙌 -w,Positif,Pernyataan
"@auceming siap, dengan senang hati -w",Netral,Pernyataan
Wilayah manukan jadwalnya kpn min @pdamsuryasembada,Netral,Pernyataan
@ismawardaniajjah kl penggantian ini nanti secara bertahap di beberapa wilayah kota surabaya s.d bulan November 2025 bu 🙏☺️ -w,Positif,Pertanyaan
@pdamsuryasembada oh baiklah.. Jd tanpa pengaduan dulu atau hrs ada pengaduan,Negatif,Pernyataan
"@pdamsuryasembada oh baiklah,.. Tanpa pengaduan tetep bs kah?",Netral,Pertanyaan
@ismawardaniajjah meterannya kenapa kak? apakah ada rusak/ngembun/ macet? silakan DM alamat dan nmr telpnya. Teriam kasih -w,Netral,Pertanyaan
@ismawardaniajjah silakan bu -w,Positif,Pernyataan
Kenapa memasukkan nomor pelanggan kok gaa bisa di aplikasi CIS,Netral,Pertanyaan
Min apaa ada gangguan di area menanggal ? Air tidak keluar,Negatif,Pertanyaan
@arsitadesi selamat pagi bu Arsita apakah airny sudah mengalir kembali? Jika belum silakan DM alamat dan nmr telpnya. Utk respon cepat layanan pdam melalui aplikasi CIS PDAM/ call center bebas pulsa di 08001926666. -w,Positif,Pertanyaan
