comment_id,comment_text,segmented_text,true_aspect,final_sentiment_label
4655,"@feby_bibi Selamat malam bu Feby
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu feby perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4656,"@fafa_mubin Selamat malam pak Fafa
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam fafa perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4657,Aras2 en masak min.. gag iso ngumbah iwak.. adus yo gag iso.. ape pipis ae nahan sek.. nunggu kebelet bgt baru pipis.. saking hemat air e,aras en masak admin . tidak cuci ikan . mandi tidak . pipis aja tahan . tunggu kebelet banget baru pipis . saking hemat air nya,Lainnya,Negatif
4658,Krja ngapain aja,sedang apa,Lainnya,Netral
4659,"@pdamsuryasembada min klau pengelasan kira"" lama apa tidak ya",admin pengelasan kira lama tidak,Lainnya,Negatif
4660,Min sya gk bisa mandi air belum nayala 🤣,admin ga mandi air belum nyala,Air Tidak Mengalir,Negatif
4661,"Sudah 2x ya min, pertama disememi dari kemarin sampe skrg ini bukit Palma tiap weekend selalu kekurangan air.","sudah admin , sememi sampai sekarang bukit palma akhir pekan selalu kekurangan air .",Air Tidak Mengalir,Negatif
4662,"@pdamsuryasembada sudah koordinasi sama pak RT tadi kerumah tetangga juga udah laporan keluhan, bantuan air tangki mana g dateng2 , Wawa pak RT aja ga di bales2 👏👏👏👏","sudah koordinasi ke rumah tetangga sudah laporan keluhan , bantuan air tangki ga datang , wawa ga balas",Pelayanan,Negatif
4663,min aku mau mari wik wik tak sangkakno kate urip dilalah trnyata gak urip ...,admin mari tidak kira hidup trnyata tidak hidup .,Air Tidak Mengalir,Negatif
4664,"Sudah lebih dr 24 jam lhooo ini masak g nyala2 😢
Masak iya nanti sore saya mandi d tempat kerja 🥲🙃",sudah lebih jam masak ga hidup masak sore mandi kerja,Air Tidak Mengalir,Netral
4666,"@pdamsuryasembada maaf min, pdam nya belum selesai ya, sudah 2 hari airnya mati,  kpan airnya bisa mengalir lagi,....","maaf admin , pdam nya belum selesai , sudah air mati , kapan air mengalir , .",Air Tidak Mengalir,Negatif
4667,Min tolong  pengelasannya brp lama kenapa kinerjanya lambat sekali!!!!!!! 24 jam lebih loh ini kita gak ada air sm skali,admin pengelasan lama kinerja lambat sekali ! jam lebih loh tidak ada air sekali,Air Tidak Mengalir,Netral
4669,Tolong ya!  yang terhormat bapak kepala PDAM Surya Sembada Arief Wisnu Cahyono ST. Saya bayar retribusi sebesar 11 ribu untuk biaya pemeliharaan dan perbaikan seperti ini.terus terang saya kecewa untuk pelayanannya. Berdasarkan informasi saat ini jumlah pelanggan/ Sambungan Rumah Surya Sembada saat ini 629.963 jika dikalikan biaya retribusi 11 ribu per rumah totalnya Rp 6.929.593.000 atau (enam miliar sembilan ratus dua puluh sembilan juta lima ratus sembilan puluh tiga ribu rupiah). dengan uang sebesar itu gak mungkin dong dikorupsi. Dan tidak mungkin diselewengkan juga dong. Tolong di perbaiki pelayanannya kita pelanggan tidak meminta kompensasi apapun.,! terhormat kepala pdam surya sembada arief wisnu . bayar retribusi biaya pemeliharaan perbaikan . terang kecewa pelayanan . informasi pelanggan sambungan rumah surya sembada . biaya retribusi rumah total rp . enam miliar sembilan ratus puluh sembilan juta ratus sembilan puluh rupiah . uang tidak mungkin korupsi . tidak mungkin seleweng . pelayanan pelanggan tidak kompensasi apapun .,Harga,Netral
4670,30 jam tanpa air mengalir,jam air mengalir,Air Tidak Mengalir,Negatif
4672,@ristoys iya sama kak aku beli galon isi ulang buat masak tandon aku juga kehabisan sampe sekrng ga keluar,kakak beli galon isi ulang masak tandon kehabisan sampai sekrng ga keluar,Air Tidak Mengalir,Negatif
4673,Sampek kapan min ? Lama amat 😭,sampai kapan admin ? lama,Lainnya,Netral
4674,APAKAH HARI INI AKAN SELESAI PEMBETULAN PDAMNYA???😭😭😭😭,akan selesai pembetulan pdam ?,Lainnya,Netral
4675,@mpuapv kebanyakan minta doa,kebanyakan doa,Lainnya,Netral
4676,"@fellici4_ masih dalam pengelasan wkwkwkkw, di perak ngelas lambung kapal dibawah air aja cepet lho wkwkwk","dalam pengelasan , perak las lambung kapal air cepat loh wkwkwk",Air Tidak Mengalir,Positif
4677,"@pdamsuryasembada yaa kudune dari tim pdam yg keliling antar tangki air nya ke tempat yg terkena perbaikan, bukan rakyat yg mesti menghubungi. ayolahh sing tas tes cak cek, iki Suroboyo dudu pedalaman","tim pdam keliling tangki air nya terkena perbaikan , bukan rakyat mesti menghubungi . ayo tas tes kak cek , surabaya dudu pedalaman",Lainnya,Negatif
4679,Sdh 31 jam air blm  jg mengalir,sudah jam air belum mengalir,Air Tidak Mengalir,Negatif
4680,Ayo woi min aku dorong cawik iki,ayo admin dorong cebok,Lainnya,Positif
4682,"sampai sekarang 09:38 tgl 29 air blm keluar mana RT lagi keluar, banyak warga yang kesusahan kalau gini bulan depan harus ada kompensasi yaitu gratis selama oktober","sampai sekarang tanggal air belum keluar keluar , banyak warga kesusahan gini harus ada kompensasi gratis oktober",Air Tidak Mengalir,Negatif
4683,Wes nyala ta durung min,sudah hidup ta belum admin,Air Tidak Mengalir,Negatif
4685,@lee_chamoomilee kalau sampai 1jt coba cek barangkali ada pipa yg bocor kak. Ini saya pernah alami... HBS di betulin pipanya baru normal lagi.,sampai juta coba cek barangkali ada pipa bocor kakak . alami . habis perbaiki pipa baru normal .,Kebocoran,Negatif
4690,Rejosari masih belum mengalir airnya,rejosari belum mengalir air,Air Tidak Mengalir,Negatif
4691,sudah senin pun belum keluar,sudah belum keluar,Air Tidak Mengalir,Negatif
4694,"@boss_skoel_catering saya sudah komplain itu bulan juli, sekarang saya sdh komplain lagi.","sudah komplain juli , sekarang sudah komplain .",Pelayanan,Netral
4696,Sudah 24jam lebih loh min....gimana ini,sudah jam lebih loh admin .,Lainnya,Positif
4697,Maen mu apik min,main mu bagus admin,Lainnya,Positif
4698,"Operator di telp ga iso blass, pie iki banyu e GA ONOK WOI","operator telepon ga sama sekali , air nya ga ada",Pelayanan,Negatif
4699,"air kok masih kecil, blm selesai perbaikan kah?","air kecil , belum selesai perbaikan ?",Air Tidak Mengalir,Netral
4700,"Sudah selesai ta min perbaikannya?? Korah2an numpuk,  cucian menggunung. g air buat mandi.. tolong dipercepat.. sudah lebih dari estimasi ini","sudah selesai ta admin ? cuci bertumpuk , cucian menggunung . ga air mandi . cepat . sudah lebih estimasi",Air Tidak Mengalir,Netral
4701,Sangat mengecewakan Skali mati smpek 2 hari ini 😢,sangat mengecewakan sekali mati sampai,Air Tidak Mengalir,Netral
4703,@pdamsuryasembada coba waktu di pimpin bu risma apa berani seperti ini estimasi 8 jam jadinya 2 X 24 jam,coba pimpin bu berani estimasi jam jam,Lainnya,Netral
4704,@lagistreszzh Yoo diparani cak kantor e😂 diobrak i karo Mak Risma😂,yoo datang kak kantor nya ubrak-abrik ibu,Lainnya,Negatif
4705,Min. Sampe jam berapa ini min kira kira nyalanya air pdam? Hari ini pasti bisa selesai kan Min??,admin . sampai jam admin kira kira hidup air pdam ? selesai kan admin ?,Lainnya,Netral
4706,@pesona_jaya_trans IYA BETUL. SAMPAI 00.48 SERUMAH GAADA YANG MANDI !!! GAK ADA YANG CUCI PIRING SEMUA NUMPUK. PEMBERITAHUAN NDADAK GAK ADA BUAT KITA PERSIAPAN. DAN SEKARANG? BELUM JUGA NYALA. KITA SEMUA GAK BISA KE KAMAR MANDI KITA SEMUA BUTUH AIR,. sampai . serumah tidak ada mandi ! tidak ada cuci piring bertumpuk . pemberitahuan dadak tidak ada persiapan . sekarang ? belum hidup . tidak kamar mandi butuh air,Air Tidak Mengalir,Negatif
4707,22 jam tanpa air mengalir,jam air mengalir,Air Tidak Mengalir,Negatif
4708,"Udah jm 2 dini hari berharap air hidup tadi GK hidup"" gimna ini GK ada jawaban juga GK ada update juga",sudah jam berharap air hidup ga hidup gimna ga ada ga ada pembaruan,Air Tidak Mengalir,Negatif
4709,Kok belum nyala udah 24 jam. sekarang pukul 02.00.sampek kapan iki,belum hidup sudah jam . sekarang . sampai kapan,Air Tidak Mengalir,Netral
4710,"@itsmevirgo_268 udah ngalir mbak, kecil tapio","sudah mengalir mbak , kecil",Air Tidak Mengalir,Netral
4711,"Ayo pak keliling o iku air gratis itu gk usah nunggu koordinasi rt/rw ini yg jelas semua butuh, titik mana aja yg kena dampak itu ya samperin tangki airnyaaa, wes pasti semua mau","ayo keliling air gratis ga perlu tunggu koordinasi rw jelas butuh , titik kena dampak datang tangki air , sudah",Air Tidak Mengalir,Negatif
4712,"@coucou.pookie daerah mana yg sudah ngalir?, ini di rejosari belum",". pookie daerah sudah mengalir ? , rejosari belum",Air Tidak Mengalir,Netral
4713,@pdamsuryasembada masih belum keluar airnya😭,belum keluar air,Air Tidak Mengalir,Negatif
4714,Blm nyala sampe sekarang,belum hidup sampai sekarang,Air Tidak Mengalir,Negatif
4716,"Kenapa belum nyala juga ini airnya? Ini hari senin loh, hari sibuk. Klo kita telat sehari aja udah didenda😢","belum hidup air ? loh , sibuk . terlambat sehari sudah denda",Air Tidak Mengalir,Netral
4717,Min sidoe jam Piro Iki banyune isok metu???,admin jam airnya keluar ?,Air Tidak Mengalir,Netral
4718,Wih 25 jam wes an ngak nyalah.. Kendala e apa ya,wih jam sudah ngga hidup . kendala nya,Lainnya,Negatif
4719,"Mi ini udah lewat 24 jam loh, bisa nggak sih? Jangan cuma bisa denda orang telat bayar ya, mana ni kompensasinya? Air kiriman gak datang2 yak elah","mi sudah jam loh , tidak sih ? denda terlambat bayar , kompensasi ? air kiriman tidak datang yak",Air Tidak Mengalir,Netral
4721,Seharian g ada air😭 harus brpa lama lg kah air keluar???,seharian ga ada air harus lama air keluar ?,Air Tidak Mengalir,Negatif
4722,"Iki temenan grg nyalaaa ta banyuee😭 gaisoo masak iki rekkkk, ws ngentekno galon akeh🥴","benaran nyala ta air tidak bisa masak , sudah habis galon banyak",Air Kotor/Bau,Negatif
4724,Trs subuh ini bungkal ikutan mati lagiiiiiij?!!!!!!!!!! LAGIIIII?!!! TIAP MINGGU BGT LOH!!!!!!,subuh bungkal mati ? ! ? ! banget loh !,Air Tidak Mengalir,Netral
4725,Sampai pagi ini belum nyala jg. Sampai kapan selesai perbaikannya?,sampai pagi belum hidup . sampai kapan selesai ?,Air Tidak Mengalir,Netral
4726,"Sampai saat ini, air pdam belum nyala juga🥹","sampai , air pdam belum hidup",Air Tidak Mengalir,Negatif
4727,Kagak ada update gimana ini,tidak ada pembaruan,Pelayanan,Negatif
4728,Ini airnya kok belum keluar didaerah benowo? Mau brp jam lagi?,air belum keluar daerah benowo ? jam ?,Air Tidak Mengalir,Netral
4729,Minnnn aku ga isok adusss loh miminnn ku cintakuu😭😭😭,ga mandi loh ku cinta,Lainnya,Negatif
4730,27 jam tanpa air mengalir,jam air mengalir,Air Tidak Mengalir,Negatif
4731,Ini air masih mati udh memasuki tgl 29 sep ya,air mati sudah memasuki tanggal sep,Air Tidak Mengalir,Negatif
4732,"Min, air di Kauman Asri pagi ini kok mati😭","admin , air kauman asri pagi mati",Air Tidak Mengalir,Negatif
4734,"Yaopo iki min smpek saiki banyue sek mati ae, mosok aku kerjo gak adus min😭","admin sampai sekarang airnya mati aja , kerja tidak mandi admin",Air Tidak Mengalir,Negatif
4735,"ayo pak kerahno kabeh petugase nemen nek sampe 2-3 dino ga morop kate tayamum ta wong"" iki",ayo kerah petugas parah sampai ga hidup tayamum ta,Air Tidak Mengalir,Negatif
4737,Gmna ini kenapa air belum menyala sampe skrng didaerah Rejosari,air belum menyala sampai sekarang daerah rejosari,Air Tidak Mengalir,Negatif
4738,Ngangsu terus sampe kapan ini minn😭,mengangsu sampai kapan admin,Lainnya,Netral
4739,"Kok belum nyala"" Min 😭",belum hidup admin,Air Tidak Mengalir,Negatif
4740,Krisisss banyuuuuuu ga iso lapo2,krisis air ga ngapain,Lainnya,Negatif
4743,@pdamsuryasembada sampai saat ini masih mati tidak ada air yang mengalir kocak,sampai mati tidak ada air mengalir kocak,Air Tidak Mengalir,Negatif
4744,Gimana to pak kok bolak balek mati ae.. Nyala dilut matine suwe 😭 ga ada pemberitahuan jg... Sing duwe anak bayi iki piye paaaakkk😭,kan balek mati aja . hidup sebentar mati lama ga ada pemberitahuan . anak bayi,Air Tidak Mengalir,Negatif
4748,@pdamsuryasembada aamiin. Semoga segera selesai minn. Tandon sudah menipis 😭,aamiin . moga selesai admin . tandon sudah menipis,Lainnya,Positif
4752,@pdamsuryasembada pak jangan mohon doa terus. Antisipasinya apa? Mbok ya kirim air pakai mobil pdam tanpa harus diminta. Petugasnya perbaikan tambah. Jangan pelanggan yang harus disuruh ngertiin terus,mohon doa . antisipasi ? kirim air pakai mobil pdam harus . petugas perbaikan . pelanggan harus suruh mengerti,Pelayanan,Negatif
4754,Min tolong min sudah sehari air belum hidup,admin admin sudah sehari air belum hidup,Air Tidak Mengalir,Negatif
4755,"@devilstari._ tetangga pada habis tandon semua ini, beli air galon yg 5rban buat mandi 😂",". tetangga habis tandon , beli air galon ribu an mandi",Air Tidak Mengalir,Negatif
4756,"@pdamsuryasembada langsung saja Pakal madya permai sini airnya gak usah lama2 koordinasi sudah jelas gak nyala airnya banyak warga sini kehabisan 14kk lebih , Pakal madya permai langsung saja gak suwe2 mobil tangkie","pakal madya permai air tidak perlu lama koordinasi sudah jelas tidak hidup air banyak warga kehabisan kakak lebih , pakal madya permai tidak lama mobil tangki",Air Tidak Mengalir,Negatif
4757,@pdamsuryasembada gk ada respon ibuk,ga ada respon ibuk,Pelayanan,Negatif
4758,suwine ya gak nyala nyala,lama tidak hidup hidup,Air Tidak Mengalir,Negatif
4759,Hitungan dari jam 03.00 dini hari sampai sekarang jam 21.00 😱 MANTAB MIN,hitungan jam . sampai sekarang jam . mantap admin,Pelayanan,Netral
4760,"@pdamsuryasembada kira"" sampe jam berapa pak airnya bisa nyala",kira sampai jam air hidup,Air Tidak Mengalir,Negatif
4761,Sek suwe ta murupe iki?,lama ta hidup ?,Lainnya,Netral
4762,endi bantuan air e iki min,bantuan air nya admin,Lainnya,Negatif
4764,"butuh airr iki lohhhh 
wes entek pirang pirang galon 
gae estimasi gk pasti",butuh air sudah habis galon pakai estimasi ga,Air Tidak Mengalir,Negatif
4767,"Pak  ini katae cuma 8 jam , jam segini baru dipotong pipaneee , besok iku Senin pak tolong lahh harusnya gak perlu minta tangki air gratis , inisiatif dong kan sudah jadi tanggung jawabnya , sama seperti kita pak tanggung jawabnya bayar tiap bulan , masak gini aja harus permintaan gak datang2 lagii , di telvon pada sibuk semua ,","jam , jam segini baru potong pipa , besok lahh harus tidak perlu tangki air gratis , inisiatif kan sudah tanggung jawab , tanggung jawab bayar , masak gini harus permintaan tidak datang , telepon sibuk ,",Pelayanan,Negatif
4768,@rizkyayol awake anakku wes koyok bal bekel seng dikum minyak goreng mb yoan wkwkk,anak sudah bal bekel rendah minyak goreng mb,Lainnya,Negatif
4769,@rizkyayol sampek entek bnyu isi ulang 1 galon,sampai habis air isi ulang galon,Air Tidak Mengalir,Negatif
4770,@pdamsuryasembada langsung saja alamat Pakal madya permai,alamat pakal madya permai,Lainnya,Negatif
4771,Sek suwe ta lek??? Wetengku loro gk onk banyu e 😢,lama ta ? perut sakit ga ada air nya,Air Tidak Mengalir,Negatif
4772,@pdamsuryasembada amiin..,amiin .,Lainnya,Netral
4773,"Sampai besok ya ini, pagi anak mau sekolah gak mandi wes besok, naseb 😢😮","sampai besok , pagi anak sekolah tidak mandi sudah besok , nasib",Air Tidak Mengalir,Negatif
4774,Ayo bos ISO ta gak?,ayo bos ta tidak ?,Lainnya,Netral
4775,Mana estimasi 8 jam yg kau janjikan itu min ? Ini udah lebih.,estimasi jam janji admin ? sudah lebih .,Lainnya,Netral
4776,Sdh 18 jam air mati. 🔥,sudah jam air mati .,Air Tidak Mengalir,Negatif
4777,"Lwt bukit palma jam 5.30 pagi sdh ada pekerja, jam 10.00 sdh kelihatan pipa bocornya. Jam 19.00 SEK PANCET seperti siang, pekerjane podo TURU.","bukit palma jam . pagi sudah ada pekerja , jam . sudah pipa bocor . jam . tetap siang , pekerjaan podo tidur .",Kebocoran,Netral
4778,@pdamsuryasembada sampe jam berapa pdam nyala,sampai jam pdam hidup,Air Tidak Mengalir,Netral
4779,"Estimasi -+ 8 jam. Ni uda lwt 12jam min. Gmn sih nyusahin org mau krj ja. Londryan dliburkan gr""g da air kn kasihan pegawainy jd 1 hari libur dpotong. Q jg g bs cuci baju n piring  drumah g da laki""gmn mau usung""air.",estimasi jam . sudah jam admin . sih susah kerja . cuci libur gede rasa ga da air kan kasihan pegawai libur potong . ga cuci baju piring rumah ga da laki usung air .,Air Tidak Mengalir,Negatif
4783,@ullywulan_d Rejosari gang mana Bu? Kita di gang salak,rejosari gang bu ? gang salak,Lainnya,Netral
4784,"Sumuk, pliket gak adus, yok opo rek 😂","panas , lengket tidak mandi , yuk kawan",Lainnya,Netral
4785,"@surabayabertaqwa gang jeruk, gang salak udah nyala airnya kah?","gang jeruk , gang salak sudah hidup air ?",Air Tidak Mengalir,Netral
4787,Yaopo @pdamsuryasembada sudah jam 22.22 air masih belum nyala.. aku Iki bayar Ben ulan gak gratis Tulung ojok awakmu tok sing jalok di ngerteni..,sudah jam . air belum hidup . bayar tidak gratis tok mengerti .,Air Tidak Mengalir,Negatif
4788,"@aditroyy27 barusan lewat sana kak, bocor e sek puarah belom selesai","barusan kakak , bocor nya parah belum selesai",Kebocoran,Negatif
4789,Semoga segera beres perbaikan airnya pak.. aamiin🙌,moga beres perbaikan air . aamiin,Lainnya,Positif
4790,Ayooo dank di nyalano rembes kabeh iki loh,ayooo nyala meresap keluar loh,Air Tidak Mengalir,Netral
4791,Ojk updte update seng gk sesuai kenyataane,baru pembaruan ga nyata,Lainnya,Positif
4792,Perasaan langganan bgt di benowo dan sekitarnya mati air. Heran🥲,perasaan langganan banget benowo mati air . heran,Air Tidak Mengalir,Negatif
4794,Disembunyikan kak komennya. Wkkwkw,sembunyi kakak komentar .,Lainnya,Netral
4795,Gimanaa pakk @pdamsuryasembada update selanjutnya kapan nyala air nya,pembaruan kapan hidup air nya,Air Tidak Mengalir,Netral
4796,"Air pdam mati di daerah raya wisma pagesangan dan sekitarnya dikarenakan pembangunan box Calvert di wisma menanggal, mohon ditindak lanjuti agar segera diperbaiki. Terimakasih","air pdam mati daerah raya wisma pagesangan pembangunan kotak culvert wisma menanggal , mohon tindak perbaiki . terima kasih",Air Tidak Mengalir,Positif
4798,"Pak tolong donk di update kelanjutan nya , ini sudh hampir jam 12 malam kok Masi belum keluar juga air nya","pembaruan kelanjutan nya , sudh hampir jam malam belum keluar air nya",Air Tidak Mengalir,Negatif
4799,"Pak gimana ini update nya sudah nungguin Sampek jam 12 malam air belum keluar"" .. update nya gimanaa ini hari Senin anak"" sekolah terus gimana ini pak",pembaruan nya sudah tunggu sampai jam malam air belum keluar . pembaruan nya anak sekolah,Air Tidak Mengalir,Negatif
4800,Begadang nunggu air netes,begadang tunggu air tetes,Air Tidak Mengalir,Negatif
